id,question,question_text,answer,text_clean,label
deepseek_PS_51a_130,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- Tightening the strings caused interference among adjacent partials and created an unpleasant dissonance in her strumming pattern.,Tightening the strings caused interference among adjacent partials and created an unpleasant dissonance in her strumming pattern,contradictory
deepseek_PS_51a_26,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"8. A tighter string could withstand greater force before detuning during rapid playing sequences, providing a more stable foundation for complex finger movements.","A tighter string could withstand greater force before detuning during rapid playing sequences, providing a more stable foundation for complex finger movements",1.0
deepseek_PS_51a_11,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,* The tighter string resonates more intensely at its fundamental frequency due to reduced damping effects from the surrounding strings or fretboard contact when fretted for chords or notes.,The tighter string resonates more intensely at its fundamental frequency due to reduced damping effects from the surrounding strings or fretboard contact when fretted for chords or notes,1.0
deepseek_PS_51a_150,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened., - The string's color changed when it was tightened.,The string's color changed when it was tightened,irrelevant
deepseek_PS_51a_184,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- It was fun to see how far I could stretch the strings before they became too tight.,It was fun to see how far I could stretch the strings before they became too tight,irrelevant
deepseek_PS_51a_52,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- When she adjusted it, it felt tougher but easier to press down for notes.  ","When she adjusted it, it felt tougher but easier to press down for notes",partially_correct_incomplete
deepseek_PS_51a_2,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,* Higher tension produces a brighter sound.,Higher tension produces a brighter sound,1.0
deepseek_PS_51a_198,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- Tightening a string altered the room's acoustics, making it difficult to hear the difference.","Tightening a string altered the room's acoustics, making it difficult to hear the difference",irrelevant
deepseek_PS_51a_246,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- ""Does tightening affect her guitar's sound more in certain types of songs compared to others?"" - It feels more intense, like it's saying something important!","Does tightening affect her guitar's sound more in certain types of songs compared to others?"" - It feels more intense, like it's saying something important!",non_domain
deepseek_PS_51a_0,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"* The pitch increases, becoming higher in frequency.","The pitch increases, becoming higher in frequency",1.0
deepseek_PS_51a_226,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,8. Can you imagine music like that in a different style too?,Can you imagine music like that in a different style too?,non_domain
deepseek_PS_51a_97,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- It felt like pushing harder against an elastic band makes it stretch further; similarly, Katie’s guitar strings sounded different after being tightened. - The pitch became higher when she tightened it slightly, but once she made it tighter still, it sounded lower.  ","It felt like pushing harder against an elastic band makes it stretch further; similarly, Katie’s guitar strings sounded different after being tightened. - The pitch became higher when she tightened it slightly, but once she made it tighter still, it sounded lower",partially_correct_incomplete
deepseek_PS_51a_193,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- Tightening the strings alters their overtone series, altering the sound's harmonic content.","Tightening the strings alters their overtone series, altering the sound's harmonic content",irrelevant
deepseek_PS_51a_102,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- Tightening strings can reduce unwanted buzzing sounds that might interfere with proper chord playing when trying to achieve clear notes.,Tightening strings can reduce unwanted buzzing sounds that might interfere with proper chord playing when trying to achieve clear notes,contradictory
